"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"qsar-biodeg","svmRadial",20,0.15,100,0.01
"tic-tac-toe","svmRadial",20,0.15,100,0.13
"vowel","svmRadial",20,0.15,100,0.04
"waveform-5000","svmRadial",20,0.15,100,0.02
"wdbc","svmRadial",20,0.15,100,0.01
"wilt","svmRadial",20,0.15,20,0.11
"analcatdata_authorship","rfRules",20,0.15,100,0.02
"badges2","rfRules",20,0.15,70,0.13
"banknote","rfRules",20,0.15,100,0.04
"blood-transfusion-service-center","rfRules",20,0.15,100,0.1
"breast-w","rfRules",20,0.15,100,0
"cardiotocography","rfRules",20,0.15,100,0
"climate-model-simulation-crashes","rfRules",20,0.15,100,0.08
"cmc","rfRules",20,0.15,100,0.13
"credit-g","rfRules",20,0.15,100,0.09
"diabetes","rfRules",20,0.15,100,0.1
"eucalyptus","rfRules",20,0.15,100,0.06
"iris","rfRules",20,0.15,100,0.02
"kc1","rfRules",20,0.15,100,0.03
"liver-disorders","rfRules",20,0.15,100,0.13
"mfeat-factors","rfRules",20,0.15,100,0.01
"mfeat-karhunen","rfRules",20,0.15,100,0.05
"mfeat-zernike","rfRules",20,0.15,100,0.02
"ozone-level-8hr","rfRules",20,0.15,100,0
"pc4","rfRules",20,0.15,100,0.07
"phoneme","rfRules",20,0.15,100,0.09
"qsar-biodeg","rfRules",20,0.15,100,0.03
"tic-tac-toe","rfRules",20,0.15,100,0.11
"vowel","rfRules",20,0.15,100,0.15
"waveform-5000","rfRules",20,0.15,100,0.07
"wdbc","rfRules",20,0.15,100,0.01
"wilt","rfRules",20,0.15,40,0.15
"analcatdata_authorship","knn",20,0.15,100,0
"badges2","knn",20,0.15,100,0.15
"banknote","knn",20,0.15,100,0
"blood-transfusion-service-center","knn",20,0.15,60,0.12
"breast-w","knn",20,0.15,100,0
"cardiotocography","knn",20,0.15,100,0
"climate-model-simulation-crashes","knn",20,0.15,100,0.06
"cmc","knn",20,0.15,100,0.1
"credit-g","knn",20,0.15,100,0.05
"diabetes","knn",20,0.15,100,0.05
"eucalyptus","knn",20,0.15,100,0.1
"iris","knn",20,0.15,100,0.04
"kc1","knn",20,0.15,100,0.1
"liver-disorders","knn",20,0.15,90,0.15
"mfeat-factors","knn",20,0.15,100,0.01
"mfeat-karhunen","knn",20,0.15,100,0.01
"mfeat-zernike","knn",20,0.15,100,0
"ozone-level-8hr","knn",20,0.15,100,0.04
"pc4","knn",20,0.15,100,0.07
"phoneme","knn",20,0.15,100,0.08
"qsar-biodeg","knn",20,0.15,100,0
"tic-tac-toe","knn",20,0.15,100,0.08
"vowel","knn",20,0.15,100,0
"waveform-5000","knn",20,0.15,100,0.03
"wdbc","knn",20,0.15,100,0
"wilt","knn",20,0.15,40,0.15
"analcatdata_authorship","bayesglm",20,0.15,100,0.01
"badges2","bayesglm",20,0.15,90,0.14
"banknote","bayesglm",20,0.15,100,0.04
"blood-transfusion-service-center","bayesglm",20,0.15,100,0.09
"breast-w","bayesglm",20,0.15,100,0
"cardiotocography","bayesglm",20,0.15,100,0
"climate-model-simulation-crashes","bayesglm",20,0.15,100,0.14
"cmc","bayesglm",20,0.15,100,0.1
"credit-g","bayesglm",20,0.15,100,0.08
"diabetes","bayesglm",20,0.15,100,0.07
"eucalyptus","bayesglm",20,0.15,100,0.07
"iris","bayesglm",20,0.15,100,0
"kc1","bayesglm",20,0.15,100,0.11
"liver-disorders","bayesglm",20,0.15,70,0.15
"mfeat-factors","bayesglm",20,0.15,100,0
"mfeat-karhunen","bayesglm",20,0.15,100,0.02
"mfeat-zernike","bayesglm",20,0.15,100,0.01
"ozone-level-8hr","bayesglm",20,0.15,90,0.15
"pc4","bayesglm",20,0.15,70,0.14
"phoneme","bayesglm",20,0.15,100,0.06
"qsar-biodeg","bayesglm",20,0.15,100,0.06
"tic-tac-toe","bayesglm",20,0.15,100,0.15
"vowel","bayesglm",20,0.15,70,0.14
"waveform-5000","bayesglm",20,0.15,100,0.04
"wdbc","bayesglm",20,0.15,100,0.02
"wilt","bayesglm",20,0.15,10,0.12
"analcatdata_authorship","C5.0",30,0.15,100,0.01
"badges2","C5.0",30,0.15,60,0.13
"banknote","C5.0",30,0.15,100,0.03
"blood-transfusion-service-center","C5.0",30,0.15,70,0.15
"breast-w","C5.0",30,0.15,100,0
"cardiotocography","C5.0",30,0.15,30,0.13
"climate-model-simulation-crashes","C5.0",30,0.15,100,0.05
"cmc","C5.0",30,0.15,80,0.15
"credit-g","C5.0",30,0.15,100,0.14
"diabetes","C5.0",30,0.15,100,0.11
"eucalyptus","C5.0",30,0.15,100,0.08
"iris","C5.0",30,0.15,90,0.12
"kc1","C5.0",30,0.15,80,0.15
"liver-disorders","C5.0",30,0.15,40,0.13
"mfeat-factors","C5.0",30,0.15,100,0
"mfeat-karhunen","C5.0",30,0.15,100,0.03
"mfeat-zernike","C5.0",30,0.15,100,0.02
"ozone-level-8hr","C5.0",30,0.15,100,0.05
"pc4","C5.0",30,0.15,70,0.13
"phoneme","C5.0",30,0.15,90,0.15
"qsar-biodeg","C5.0",30,0.15,100,0.1
"tic-tac-toe","C5.0",30,0.15,100,0.13
"vowel","C5.0",30,0.15,100,0.15
"waveform-5000","C5.0",30,0.15,100,0.07
"wdbc","C5.0",30,0.15,100,0.03
"wilt","C5.0",30,0.15,10,0.12
"analcatdata_authorship","ctree",30,0.15,100,0.03
"badges2","ctree",30,0.15,60,0.14
"banknote","ctree",30,0.15,100,0.12
"blood-transfusion-service-center","ctree",30,0.15,100,0.03
"breast-w","ctree",30,0.15,100,0.06
"cardiotocography","ctree",30,0.15,50,0.14
"climate-model-simulation-crashes","ctree",30,0.15,100,0.1
"cmc","ctree",30,0.15,90,0.15
"credit-g","ctree",30,0.15,100,0.12
"diabetes","ctree",30,0.15,100,0.14
"eucalyptus","ctree",30,0.15,100,0.1
"iris","ctree",30,0.15,90,0.15
"kc1","ctree",30,0.15,100,0.06
"liver-disorders","ctree",30,0.15,70,0.15
"mfeat-factors","ctree",30,0.15,100,0.05
"mfeat-karhunen","ctree",30,0.15,100,0.1
"mfeat-zernike","ctree",30,0.15,100,0.03
"ozone-level-8hr","ctree",30,0.15,80,0.14
"pc4","ctree",30,0.15,100,0.13
"phoneme","ctree",30,0.15,90,0.15
"qsar-biodeg","ctree",30,0.15,100,0.1
"tic-tac-toe","ctree",30,0.15,100,0.15
"vowel","ctree",30,0.15,100,0.14
"waveform-5000","ctree",30,0.15,100,0.07
"wdbc","ctree",30,0.15,100,0.07
"wilt","ctree",30,0.15,10,0.12
"analcatdata_authorship","fda",30,0.15,100,0.02
"badges2","fda",30,0.15,50,0.14
"banknote","fda",30,0.15,100,0.03
"blood-transfusion-service-center","fda",30,0.15,50,0.13
"breast-w","fda",30,0.15,100,0.01
"cardiotocography","fda",30,0.15,100,0.08
"climate-model-simulation-crashes","fda",30,0.15,100,0.15
"cmc","fda",30,0.15,50,0.14
"credit-g","fda",30,0.15,100,0.15
"diabetes","fda",30,0.15,100,0.1
"eucalyptus","fda",30,0.15,40,0.13
"iris","fda",30,0.15,100,0.1
"kc1","fda",30,0.15,50,0.13
"liver-disorders","fda",30,0.15,40,0.15
"mfeat-factors","fda",30,0.15,100,0.04
"mfeat-karhunen","fda",30,0.15,100,0.06
"mfeat-zernike","fda",30,0.15,100,0.05
"ozone-level-8hr","fda",30,0.15,70,0.13
"pc4","fda",30,0.15,80,0.15
"phoneme","fda",30,0.15,90,0.14
"qsar-biodeg","fda",30,0.15,100,0.09
"tic-tac-toe","fda",30,0.15,60,0.15
"vowel","fda",30,0.15,100,0.14
"waveform-5000","fda",30,0.15,100,0.07
"wdbc","fda",30,0.15,60,0.14
"wilt","fda",30,0.15,10,0.12
"analcatdata_authorship","gbm",30,0.15,100,0.02
"badges2","gbm",30,0.15,40,0.13
"banknote","gbm",30,0.15,100,0.03
"blood-transfusion-service-center","gbm",30,0.15,80,0.15
"breast-w","gbm",30,0.15,100,0.02
"cardiotocography","gbm",30,0.15,100,0
"climate-model-simulation-crashes","gbm",30,0.15,100,0.08
"cmc","gbm",30,0.15,70,0.15
"credit-g","gbm",30,0.15,100,0.1
"diabetes","gbm",30,0.15,100,0.12
"eucalyptus","gbm",30,0.15,100,0.15
"iris","gbm",30,0.15,80,0.15
"kc1","gbm",30,0.15,100,0.02
"liver-disorders","gbm",30,0.15,50,0.15
"mfeat-factors","gbm",30,0.15,100,0
"mfeat-karhunen","gbm",30,0.15,100,0.02
"mfeat-zernike","gbm",30,0.15,100,0.01
"ozone-level-8hr","gbm",30,0.15,100,0.09
"pc4","gbm",30,0.15,80,0.15
"phoneme","gbm",30,0.15,90,0.15
"qsar-biodeg","gbm",30,0.15,100,0.11
"tic-tac-toe","gbm",30,0.15,100,0.13
"vowel","gbm",30,0.15,100,0.11
"waveform-5000","gbm",30,0.15,100,0.06
"wdbc","gbm",30,0.15,100,0
"wilt","gbm",30,0.15,10,0.14
"analcatdata_authorship","gcvEarth",30,0.15,100,0.01
"badges2","gcvEarth",30,0.15,60,0.14
"banknote","gcvEarth",30,0.15,100,0.02
"blood-transfusion-service-center","gcvEarth",30,0.15,50,0.13
"breast-w","gcvEarth",30,0.15,100,0.01
"cardiotocography","gcvEarth",30,0.15,100,0
"climate-model-simulation-crashes","gcvEarth",30,0.15,100,0.09
"cmc","gcvEarth",30,0.15,50,0.14
"credit-g","gcvEarth",30,0.15,90,0.14
"diabetes","gcvEarth",30,0.15,100,0.1
"eucalyptus","gcvEarth",30,0.15,60,0.15
"iris","gcvEarth",30,0.15,90,0.15
"kc1","gcvEarth",30,0.15,20,0.13
"liver-disorders","gcvEarth",30,0.15,50,0.13
"mfeat-factors","gcvEarth",30,0.15,100,0.03
"mfeat-karhunen","gcvEarth",30,0.15,100,0.05
"mfeat-zernike","gcvEarth",30,0.15,100,0.04
"ozone-level-8hr","gcvEarth",30,0.15,60,0.15
"pc4","gcvEarth",30,0.15,50,0.14
"phoneme","gcvEarth",30,0.15,90,0.14
"qsar-biodeg","gcvEarth",30,0.15,100,0.1
"tic-tac-toe","gcvEarth",30,0.15,70,0.14
"vowel","gcvEarth",30,0.15,100,0.13
"waveform-5000","gcvEarth",30,0.15,100,0.06
"wdbc","gcvEarth",30,0.15,60,0.15
"wilt","gcvEarth",30,0.15,10,0.13
"analcatdata_authorship","JRip",30,0.15,100,0.02
"badges2","JRip",30,0.15,50,0.15
"banknote","JRip",30,0.15,100,0.09
"blood-transfusion-service-center","JRip",30,0.15,80,0.14
"breast-w","JRip",30,0.15,100,0.02
"cardiotocography","JRip",30,0.15,100,0.09
"climate-model-simulation-crashes","JRip",30,0.15,100,0.06
"cmc","JRip",30,0.15,90,0.15
"credit-g","JRip",30,0.15,100,0.13
"diabetes","JRip",30,0.15,100,0.13
"eucalyptus","JRip",30,0.15,100,0.11
"iris","JRip",30,0.15,90,0.14
"kc1","JRip",30,0.15,100,0.05
"liver-disorders","JRip",30,0.15,50,0.13
"mfeat-factors","JRip",30,0.15,100,0.02
"mfeat-karhunen","JRip",30,0.15,100,0.04
"mfeat-zernike","JRip",30,0.15,100,0.03
"ozone-level-8hr","JRip",30,0.15,100,0.1
"pc4","JRip",30,0.15,60,0.14
"phoneme","JRip",30,0.15,90,0.14
"qsar-biodeg","JRip",30,0.15,70,0.15
"tic-tac-toe","JRip",30,0.15,100,0.12
"vowel","JRip",30,0.15,100,0.15
"waveform-5000","JRip",30,0.15,100,0.09
"wdbc","JRip",30,0.15,100,0.03
"wilt","JRip",30,0.15,10,0.13
"analcatdata_authorship","lvq",30,0.15,100,0.01
"badges2","lvq",30,0.15,100,0.15
"banknote","lvq",30,0.15,100,0.08
"blood-transfusion-service-center","lvq",30,0.15,100,0
"breast-w","lvq",30,0.15,100,0.02
"cardiotocography","lvq",30,0.15,20,0.13
"climate-model-simulation-crashes","lvq",30,0.15,100,0
"cmc","lvq",30,0.15,100,0.15
"credit-g","lvq",30,0.15,30,0.13
"diabetes","lvq",30,0.15,100,0.14
"eucalyptus","lvq",30,0.15,100,0.07
"iris","lvq",30,0.15,100,0.1
"kc1","lvq",30,0.15,100,0.13
"liver-disorders","lvq",30,0.15,60,0.14
"mfeat-factors","lvq",30,0.15,100,0
"mfeat-karhunen","lvq",30,0.15,100,0.01
"mfeat-zernike","lvq",30,0.15,100,0
"ozone-level-8hr","lvq",30,0.15,50,0.15
"pc4","lvq",30,0.15,10,0.05
"phoneme","lvq",30,0.15,100,0.02
"qsar-biodeg","lvq",30,0.15,100,0.12
"tic-tac-toe","lvq",30,0.15,100,0.12
"vowel","lvq",30,0.15,100,0.06
"waveform-5000","lvq",30,0.15,100,0.04
"wdbc","lvq",30,0.15,60,0.14
"wilt","lvq",30,0.15,100,0
"analcatdata_authorship","mlpML",30,0.15,100,0
"badges2","mlpML",30,0.15,50,0.15
"banknote","mlpML",30,0.15,100,0.03
"blood-transfusion-service-center","mlpML",30,0.15,100,0
"breast-w","mlpML",30,0.15,100,0.03
"cardiotocography","mlpML",30,0.15,100,0
"climate-model-simulation-crashes","mlpML",30,0.15,100,0.09
"cmc","mlpML",30,0.15,100,0
"credit-g","mlpML",30,0.15,100,0
"diabetes","mlpML",30,0.15,100,0
"eucalyptus","mlpML",30,0.15,100,0
"iris","mlpML",30,0.15,90,0.14
"kc1","mlpML",30,0.15,100,0
"liver-disorders","mlpML",30,0.15,100,0
"mfeat-factors","mlpML",30,0.15,100,0
"mfeat-karhunen","mlpML",30,0.15,100,0.04
"mfeat-zernike","mlpML",30,0.15,100,0
"ozone-level-8hr","mlpML",30,0.15,100,0
"pc4","mlpML",30,0.15,100,0
"phoneme","mlpML",30,0.15,80,0.14
"qsar-biodeg","mlpML",30,0.15,100,0
"tic-tac-toe","mlpML",30,0.15,80,0.15
"vowel","mlpML",30,0.15,100,0.11
"waveform-5000","mlpML",30,0.15,100,0.04
"wdbc","mlpML",30,0.15,100,0
"wilt","mlpML",30,0.15,100,0
"analcatdata_authorship","multinom",30,0.15,100,0.01
"badges2","multinom",30,0.15,60,0.13
"banknote","multinom",30,0.15,100,0.07
"blood-transfusion-service-center","multinom",30,0.15,80,0.15
"breast-w","multinom",30,0.15,100,0.02
"cardiotocography","multinom",30,0.15,100,0.01
"climate-model-simulation-crashes","multinom",30,0.15,100,0.09
"cmc","multinom",30,0.15,100,0.15
"credit-g","multinom",30,0.15,100,0.11
"diabetes","multinom",30,0.15,100,0.11
"eucalyptus","multinom",30,0.15,100,0.12
"iris","multinom",30,0.15,90,0.15
"kc1","multinom",30,0.15,0,0
"liver-disorders","multinom",30,0.15,50,0.12
"mfeat-factors","multinom",30,0.15,100,0.09
"mfeat-karhunen","multinom",30,0.15,100,0.04
"mfeat-zernike","multinom",30,0.15,0,0
"ozone-level-8hr","multinom",30,0.15,30,0.12
"pc4","multinom",30,0.15,0,0
"phoneme","multinom",30,0.15,100,0.09
"qsar-biodeg","multinom",30,0.15,100,0.09
"tic-tac-toe","multinom",30,0.15,80,0.15
"vowel","multinom",30,0.15,70,0.14
"waveform-5000","multinom",30,0.15,100,0.07
"wdbc","multinom",30,0.15,100,0.08
"wilt","multinom",30,0.15,0,0
"analcatdata_authorship","naive_bayes",30,0.15,100,0.01
"badges2","naive_bayes",30,0.15,70,0.15
"banknote","naive_bayes",30,0.15,100,0.11
"blood-transfusion-service-center","naive_bayes",30,0.15,100,0.07
"breast-w","naive_bayes",30,0.15,100,0.01
"cardiotocography","naive_bayes",30,0.15,70,0.14
"climate-model-simulation-crashes","naive_bayes",30,0.15,100,0.1
"cmc","naive_bayes",30,0.15,50,0.12
"credit-g","naive_bayes",30,0.15,100,0
"diabetes","naive_bayes",30,0.15,100,0.08
"eucalyptus","naive_bayes",30,0.15,100,0
"iris","naive_bayes",30,0.15,100,0.07
"kc1","naive_bayes",30,0.15,100,0
"liver-disorders","naive_bayes",30,0.15,60,0.14
"mfeat-factors","naive_bayes",30,0.15,100,0
"mfeat-karhunen","naive_bayes",30,0.15,100,0.01
"mfeat-zernike","naive_bayes",30,0.15,100,0.01
"ozone-level-8hr","naive_bayes",30,0.15,100,0.05
"pc4","naive_bayes",30,0.15,100,0.03
"phoneme","naive_bayes",30,0.15,100,0.1
"qsar-biodeg","naive_bayes",30,0.15,90,0.15
"tic-tac-toe","naive_bayes",30,0.15,90,0.15
"vowel","naive_bayes",30,0.15,100,0.09
"waveform-5000","naive_bayes",30,0.15,100,0.06
"wdbc","naive_bayes",30,0.15,100,0.01
"wilt","naive_bayes",30,0.15,0,0
"analcatdata_authorship","PART",30,0.15,100,0.01
"badges2","PART",30,0.15,50,0.14
"banknote","PART",30,0.15,100,0.07
"blood-transfusion-service-center","PART",30,0.15,70,0.15
"breast-w","PART",30,0.15,100,0.02
"cardiotocography","PART",30,0.15,40,0.13
"climate-model-simulation-crashes","PART",30,0.15,100,0.08
"cmc","PART",30,0.15,80,0.15
"credit-g","PART",30,0.15,100,0.13
"diabetes","PART",30,0.15,100,0.13
"eucalyptus","PART",30,0.15,100,0.06
"iris","PART",30,0.15,100,0.14
"kc1","PART",30,0.15,100,0.04
"liver-disorders","PART",30,0.15,80,0.12
"mfeat-factors","PART",30,0.15,100,0.01
"mfeat-karhunen","PART",30,0.15,100,0.06
"mfeat-zernike","PART",30,0.15,100,0.03
"ozone-level-8hr","PART",30,0.15,100,0.04
"pc4","PART",30,0.15,40,0.14
"phoneme","PART",30,0.15,100,0.13
"qsar-biodeg","PART",30,0.15,100,0.14
"tic-tac-toe","PART",30,0.15,100,0.13
"vowel","PART",30,0.15,100,0.1
"waveform-5000","PART",30,0.15,100,0.03
"wdbc","PART",30,0.15,100,0.03
"wilt","PART",30,0.15,10,0.14
"analcatdata_authorship","rbfDDA",30,0.15,100,0.04
"badges2","rbfDDA",30,0.15,90,0.15
"banknote","rbfDDA",30,0.15,100,0.07
"blood-transfusion-service-center","rbfDDA",30,0.15,10,0.07
"breast-w","rbfDDA",30,0.15,100,0
"cardiotocography","rbfDDA",30,0.15,20,0.15
"climate-model-simulation-crashes","rbfDDA",30,0.15,100,0
"cmc","rbfDDA",30,0.15,50,0.15
"credit-g","rbfDDA",30,0.15,10,0.09
"diabetes","rbfDDA",30,0.15,80,0.13
"eucalyptus","rbfDDA",30,0.15,20,0.14
"iris","rbfDDA",30,0.15,100,0.14
"kc1","rbfDDA",30,0.15,0,0
"liver-disorders","rbfDDA",30,0.15,30,0.14
"mfeat-factors","rbfDDA",30,0.15,100,0
"mfeat-karhunen","rbfDDA",30,0.15,100,0.02
"mfeat-zernike","rbfDDA",30,0.15,100,0.03
"ozone-level-8hr","rbfDDA",30,0.15,90,0.14
"pc4","rbfDDA",30,0.15,0,0
"phoneme","rbfDDA",30,0.15,100,0.13
"qsar-biodeg","rbfDDA",30,0.15,60,0.13
"tic-tac-toe","rbfDDA",30,0.15,90,0.15
"vowel","rbfDDA",30,0.15,0,0
"waveform-5000","rbfDDA",30,0.15,100,0.12
"wdbc","rbfDDA",30,0.15,40,0.13
"wilt","rbfDDA",30,0.15,100,0
"analcatdata_authorship","rda",30,0.15,100,0.01
"badges2","rda",30,0.15,70,0.13
"banknote","rda",30,0.15,100,0.02
"blood-transfusion-service-center","rda",30,0.15,90,0.13
"breast-w","rda",30,0.15,100,0
"cardiotocography","rda",30,0.15,30,0.14
"climate-model-simulation-crashes","rda",30,0.15,100,0.12
"cmc","rda",30,0.15,100,0.14
"credit-g","rda",30,0.15,100,0
"diabetes","rda",30,0.15,100,0.11
"eucalyptus","rda",30,0.15,100,0
"iris","rda",30,0.15,100,0.09
"kc1","rda",30,0.15,0,0
"liver-disorders","rda",30,0.15,50,0.14
"mfeat-factors","rda",30,0.15,100,0
"mfeat-karhunen","rda",30,0.15,100,0.01
"mfeat-zernike","rda",30,0.15,20,0.14
"ozone-level-8hr","rda",30,0.15,40,0.13
"pc4","rda",30,0.15,100,0.04
"phoneme","rda",30,0.15,100,0.13
"qsar-biodeg","rda",30,0.15,100,0.14
"tic-tac-toe","rda",30,0.15,80,0.15
"vowel","rda",30,0.15,100,0.11
"waveform-5000","rda",30,0.15,100,0.05
"wdbc","rda",30,0.15,20,0.13
"wilt","rda",30,0.15,20,0.15
"analcatdata_authorship","rf",30,0.15,100,0
"badges2","rf",30,0.15,40,0.13
"banknote","rf",30,0.15,100,0.04
"blood-transfusion-service-center","rf",30,0.15,50,0.14
"breast-w","rf",30,0.15,100,0.01
"cardiotocography","rf",30,0.15,100,0
"climate-model-simulation-crashes","rf",30,0.15,100,0.08
"cmc","rf",30,0.15,80,0.15
"credit-g","rf",30,0.15,100,0.14
"diabetes","rf",30,0.15,100,0.1
"eucalyptus","rf",30,0.15,100,0.13
"iris","rf",30,0.15,100,0.06
"kc1","rf",30,0.15,100,0.03
"liver-disorders","rf",30,0.15,40,0.14
"mfeat-factors","rf",30,0.15,100,0
"mfeat-karhunen","rf",30,0.15,100,0
"mfeat-zernike","rf",30,0.15,100,0.02
"ozone-level-8hr","rf",30,0.15,100,0.07
"pc4","rf",30,0.15,90,0.14
"phoneme","rf",30,0.15,80,0.14
"qsar-biodeg","rf",30,0.15,100,0.07
"tic-tac-toe","rf",30,0.15,100,0.14
"vowel","rf",30,0.15,100,0.08
"waveform-5000","rf",30,0.15,100,0.05
"wdbc","rf",30,0.15,100,0
"wilt","rf",30,0.15,10,0.13
"analcatdata_authorship","rpart",30,0.15,100,0.08
"badges2","rpart",30,0.15,60,0.12
"banknote","rpart",30,0.15,100,0.15
"blood-transfusion-service-center","rpart",30,0.15,100,0.15
"breast-w","rpart",30,0.15,100,0.05
"cardiotocography","rpart",30,0.15,100,0
"climate-model-simulation-crashes","rpart",30,0.15,50,0
"cmc","rpart",30,0.15,100,0.1
"credit-g","rpart",30,0.15,100,0.1
"diabetes","rpart",30,0.15,80,0.14
"eucalyptus","rpart",30,0.15,100,0.14
"iris","rpart",30,0.15,100,0.12
"kc1","rpart",30,0.15,100,0.06
"liver-disorders","rpart",30,0.15,30,0.14
"mfeat-factors","rpart",30,0.15,100,0.07
"mfeat-karhunen","rpart",30,0.15,100,0.08
"mfeat-zernike","rpart",30,0.15,100,0.04
"ozone-level-8hr","rpart",30,0.15,100,0
"pc4","rpart",30,0.15,100,0.06
"phoneme","rpart",30,0.15,60,0.14
"qsar-biodeg","rpart",30,0.15,40,0.14
"tic-tac-toe","rpart",30,0.15,60,0.15
"vowel","rpart",30,0.15,90,0.14
"waveform-5000","rpart",30,0.15,100,0.11
"wdbc","rpart",30,0.15,100,0.03
"wilt","rpart",30,0.15,10,0.15
"analcatdata_authorship","simpls",30,0.15,100,0.02
"badges2","simpls",30,0.15,40,0.12
"banknote","simpls",30,0.15,100,0.03
"blood-transfusion-service-center","simpls",30,0.15,100,0.11
"breast-w","simpls",30,0.15,100,0.01
"cardiotocography","simpls",30,0.15,50,0.13
"climate-model-simulation-crashes","simpls",30,0.15,50,0
"cmc","simpls",30,0.15,90,0.15
"credit-g","simpls",30,0.15,100,0.05
"diabetes","simpls",30,0.15,100,0.15
"eucalyptus","simpls",30,0.15,100,0
"iris","simpls",30,0.15,100,0.05
"kc1","simpls",30,0.15,100,0.03
"liver-disorders","simpls",30,0.15,40,0.13
"mfeat-factors","simpls",30,0.15,100,0
"mfeat-karhunen","simpls",30,0.15,100,0.08
"mfeat-zernike","simpls",30,0.15,100,0.01
"ozone-level-8hr","simpls",30,0.15,100,0
"pc4","simpls",30,0.15,0,0
"phoneme","simpls",30,0.15,100,0.08
"qsar-biodeg","simpls",30,0.15,100,0.13
"tic-tac-toe","simpls",30,0.15,70,0.14
"vowel","simpls",30,0.15,100,0.14
"waveform-5000","simpls",30,0.15,100,0.06
"wdbc","simpls",30,0.15,100,0.09
"wilt","simpls",30,0.15,100,0
"analcatdata_authorship","svmLinear",30,0.15,100,0.01
"badges2","svmLinear",30,0.15,50,0.13
"banknote","svmLinear",30,0.15,100,0.03
"blood-transfusion-service-center","svmLinear",30,0.15,100,0
"breast-w","svmLinear",30,0.15,100,0.01
"cardiotocography","svmLinear",30,0.15,100,0
"climate-model-simulation-crashes","svmLinear",30,0.15,100,0.06
"cmc","svmLinear",30,0.15,100,0.15
"credit-g","svmLinear",30,0.15,100,0.12
"diabetes","svmLinear",30,0.15,100,0.11
"eucalyptus","svmLinear",30,0.15,100,0.07
"iris","svmLinear",30,0.15,100,0.08
"kc1","svmLinear",30,0.15,70,0.15
"liver-disorders","svmLinear",30,0.15,50,0.15
"mfeat-factors","svmLinear",30,0.15,100,0
"mfeat-karhunen","svmLinear",30,0.15,100,0.01
"mfeat-zernike","svmLinear",30,0.15,100,0.01
"ozone-level-8hr","svmLinear",30,0.15,50,0.15
"pc4","svmLinear",30,0.15,100,0.06
"phoneme","svmLinear",30,0.15,100,0.09
"qsar-biodeg","svmLinear",30,0.15,100,0.1
"tic-tac-toe","svmLinear",30,0.15,80,0.15
"vowel","svmLinear",30,0.15,90,0.15
"waveform-5000","svmLinear",30,0.15,100,0.05
"wdbc","svmLinear",30,0.15,100,0.03
"wilt","svmLinear",30,0.15,0,0
"analcatdata_authorship","svmRadial",30,0.15,100,0
"badges2","svmRadial",30,0.15,50,0.14
"banknote","svmRadial",30,0.15,100,0.01
"blood-transfusion-service-center","svmRadial",30,0.15,100,0.1
"breast-w","svmRadial",30,0.15,100,0.01
"cardiotocography","svmRadial",30,0.15,100,0
"climate-model-simulation-crashes","svmRadial",30,0.15,80,0.14
"cmc","svmRadial",30,0.15,100,0.14
"credit-g","svmRadial",30,0.15,20,0.1
"diabetes","svmRadial",30,0.15,100,0.12
"eucalyptus","svmRadial",30,0.15,100,0.11
"iris","svmRadial",30,0.15,100,0.09
"kc1","svmRadial",30,0.15,90,0
"liver-disorders","svmRadial",30,0.15,50,0.12
"mfeat-factors","svmRadial",30,0.15,100,0
"mfeat-karhunen","svmRadial",30,0.15,100,0
"mfeat-zernike","svmRadial",30,0.15,100,0
"ozone-level-8hr","svmRadial",30,0.15,100,0
"pc4","svmRadial",30,0.15,100,0.14
"phoneme","svmRadial",30,0.15,100,0.1
"qsar-biodeg","svmRadial",30,0.15,100,0.03
"tic-tac-toe","svmRadial",30,0.15,90,0.15
"vowel","svmRadial",30,0.15,100,0.04
"waveform-5000","svmRadial",30,0.15,100,0.05
"wdbc","svmRadial",30,0.15,100,0.01
"wilt","svmRadial",30,0.15,10,0.11
"analcatdata_authorship","rfRules",30,0.15,100,0.03
"badges2","rfRules",30,0.15,40,0.11
"banknote","rfRules",30,0.15,100,0.05
"blood-transfusion-service-center","rfRules",30,0.15,80,0.13
"breast-w","rfRules",30,0.15,100,0.01
"cardiotocography","rfRules",30,0.15,100,0
"climate-model-simulation-crashes","rfRules",30,0.15,100,0.08
"cmc","rfRules",30,0.15,70,0.15
"credit-g","rfRules",30,0.15,100,0.09
"diabetes","rfRules",30,0.15,100,0.14
"eucalyptus","rfRules",30,0.15,100,0.08
"iris","rfRules",30,0.15,100,0.09
"kc1","rfRules",30,0.15,100,0.04
"liver-disorders","rfRules",30,0.15,60,0.14
"mfeat-factors","rfRules",30,0.15,100,0.02
"mfeat-karhunen","rfRules",30,0.15,100,0.08
"mfeat-zernike","rfRules",30,0.15,100,0.03
"ozone-level-8hr","rfRules",30,0.15,100,0.01
"pc4","rfRules",30,0.15,100,0.14
"phoneme","rfRules",30,0.15,100,0.12
"qsar-biodeg","rfRules",30,0.15,100,0.04
"tic-tac-toe","rfRules",30,0.15,100,0.13
"vowel","rfRules",30,0.15,100,0.14
